ticker|returnOnEquity|returnOnAssets|payoutRatio|PE|debtToEquity|growthRate|ggmReturn|div10YReturn|rdpReturn
AMCX|0.1555|0.0826|0.0000|19.0960|286.1910|0.1555|0.1555|0.1555|0.1077|0.1555
AMD|0.5748|0.1142|0.0000|42.4854|9.0970|0.5748|0.5748|0.5748|0.4038|0.5748
AME|0.1650|0.0664|0.1799|30.3651|52.1260|0.1353|0.1413|0.1413|0.0526|0.1421
AMED|0.2462|0.0908|0.0000|57.7664|53.3520|0.2462|0.2462|0.2462|0.0803|0.2462
AMEH|0.2715|0.0524|0.0000|22.5182|59.7680|0.2715|0.2715|0.2715|0.2008|0.2715
AMG|0.0773|0.0444|0.2907|49.9386|63.8500|0.0548|0.0607|0.0607|-0.0628|0.0610
AMGN|0.6718|0.0945|0.5036|19.9814|312.8660|0.3335|0.3587|0.3587|0.3112|0.3671
AMH|0.0242|0.0160|0.7407|111.7844|43.7090|0.0063|0.0129|0.0129|-0.1611|0.0130
AMHC|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
AMHCU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
AMK|-0.0008|0.0090|0.0000|165.9441|17.1750|-0.0008|-0.0008|-0.0008|-0.0000|-0.0008
AMKR|0.1525|0.0555|0.0000|12.6878|66.4400|0.1525|0.1525|0.1525|0.1466|0.1525
AMN|0.1175|0.0539|0.0000|39.1230|124.0190|0.1175|0.1175|0.1175|0.0037|0.1175
AMNB|0.0913|0.0109|0.3956|10.4872|0.0000|0.0552|0.0929|0.0929|0.0920|0.0950
AMOT|0.1163|0.0466|0.0789|29.8817|108.1110|0.1071|0.1098|0.1098|0.0230|0.1101
AMOV|0.1457|0.0641|0.3399|34.6250|353.0360|0.0962|0.1060|0.1060|0.0111|0.1070
AMP|0.2601|0.0000|0.2821|15.9817|96.7200|0.1867|0.2044|0.2044|0.1778|0.2077
AMPH|0.0173|0.0133|0.0000|137.5555|14.6890|0.0173|0.0173|0.0173|-0.1850|0.0173
AMPY|-1.8746|-0.3955|0.0000|-7.4231|6778.8900|-1.8746|-1.8746|-1.8746|-1.0000|-1.8746
AMRB|0.0740|0.0082|0.2545|12.1818|0.0000|0.0552|0.0761|0.0761|0.0741|0.0772
AMRC|0.1152|0.0292|0.0000|52.2139|155.3690|0.1152|0.1152|0.1152|-0.0244|0.1152
AMRK|0.5728|0.0403|0.0000|3.7552|477.7720|0.5728|0.5728|0.5728|0.5728|0.5728
AMRN|-0.0264|-0.0146|0.0000|-73.0000|3.2990|-0.0264|-0.0264|-0.0264|-1.0000|-0.0264
AMRS|0.0000|-0.5692|0.0000|-25.8889|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
AMRX|0.0281|0.0241|0.0000|11.7943|838.3060|0.0281|0.0281|0.0281|0.0281|0.0281
AMSC|-0.2776|-0.1049|0.0000|-85.9000|6.0190|-0.2776|-0.2776|-0.2776|-1.0000|-0.2776
AMSF|0.1938|0.0457|0.2227|11.7294|0.0000|0.1506|0.1696|0.1696|0.1707|0.1725
AMST|-0.8418|-0.2668|0.0000|99999.0000|0.0000|-0.8418|-0.8418|-0.8418|-0.7812|-0.8418
AMSWA|0.0554|0.0224|2.2000|98.7000|1.6240|-0.0664|-0.0441|-0.0441|-0.1806|-0.0456
AMT|0.3418|0.0471|1.0236|53.9740|668.0860|-0.0081|0.0109|0.0109|-0.1015|0.0107
AMTB|0.0040|0.0004|0.0000|186.5385|0.0000|0.0040|0.0040|0.0040|-0.0002|0.0040
AMTBB|0.0040|0.0004|0.0000|155.7692|0.0000|0.0040|0.0040|0.0040|-0.0002|0.0040
AMTI|0.0000|0.0000|0.0000|99999.0000|0.4640|0.0000|0.0000|0.0000|-0.0338|0.0000
AMTX|0.0000|0.0155|0.0000|-4.7483|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
AMWD|0.0909|0.0450|0.0000|23.3852|92.7320|0.0909|0.0909|0.0909|0.0267|0.0909
AMWL|0.0000|0.0000|0.0000|99999.0000|0.7230|0.0000|0.0000|0.0000|-0.0338|0.0000
AMX|0.1457|0.0641|0.3399|34.6250|353.0360|0.0962|0.1060|0.1060|0.0111|0.1070
AMYT|0.0000|0.0000|0.0000|99999.0000|256.4960|0.0000|0.0000|0.0000|-0.0338|0.0000
AMZN|0.2495|0.0517|0.0000|94.6617|116.9600|0.2495|0.2495|0.2495|0.0356|0.2495
AN|0.1221|0.0544|0.0000|16.6559|140.0580|0.1221|0.1221|0.1221|0.0892|0.1221
ANAB|-0.1891|-0.1188|0.0000|-10.7689|0.2450|-0.1891|-0.1891|-0.1891|-1.0000|-0.1891
ANAT|0.0556|0.0086|0.2684|7.3120|10.6420|0.0407|0.0774|0.0774|0.0759|0.0789
ANCN|-2.0590|-0.3087|0.0000|-3.4976|4.4100|-2.0590|-2.0590|-2.0590|-1.0000|-2.0590
ANDA|0.0165|-0.0076|0.0000|99999.0000|0.0000|0.0165|0.0165|0.0165|-0.5526|0.0165
ANDAU|0.0165|-0.0076|0.0000|99999.0000|0.0000|0.0165|0.0165|0.0165|-0.5526|0.0165
ANDE|-0.0216|0.0038|0.0000|17.7029|101.5380|-0.0216|-0.0216|-0.0216|-0.0556|-0.0216
ANET|0.2482|0.1080|0.0000|34.6129|2.4290|0.2482|0.2482|0.2482|0.1336|0.2482
ANF|-0.1177|0.0063|0.0000|19.6500|187.3980|-0.1177|-0.1177|-0.1177|-0.1563|-0.1177
ANGI|0.0069|0.0118|0.0000|876.8749|55.6810|0.0069|0.0069|0.0069|-0.0024|0.0069
ANGO|-0.3208|-0.0194|0.0000|110.2941|10.9570|-0.3208|-0.3208|-0.3208|0.0000|-0.3208
ANH|-0.1991|-0.0277|0.0000|21.1667|474.8660|-0.1991|-0.1991|-0.1991|-0.2394|-0.1991
ANIK|-0.0151|0.0176|0.0000|99.3684|16.9270|-0.0151|-0.0151|-0.0151|-0.0000|-0.0151
ANIP|-0.1163|-0.0316|0.0000|7.6875|104.7400|-0.1163|-0.1163|-0.1163|-0.1163|-0.1163
ANIX|-1.5436|-0.7921|0.0000|-6.0000|0.6680|-1.5436|-1.5436|-1.5436|-1.0000|-1.5436
ANNX|-0.2355|-0.1422|0.0000|99999.0000|0.0000|-0.2355|-0.2355|-0.2355|-0.0000|-0.2355
ANPC|0.0000|0.0000|0.0000|99999.0000|24.4200|0.0000|0.0000|0.0000|-0.0338|0.0000
ANSS|0.1179|0.0633|0.0000|82.4892|15.2070|0.1179|0.1179|0.1179|-0.0618|0.1179
ANTE|0.0000|-0.1578|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
ANTM|0.1408|0.0538|0.2113|16.7145|60.3480|0.1111|0.1237|0.1237|0.0928|0.1251
ANY|-2.2367|-0.3197|0.0000|-0.6908|42.6060|-2.2367|-2.2367|-2.2367|-1.0000|-2.2367
AOD|-0.0115|0.0429|0.0000|99999.0000|0.0000|-0.0115|-0.0115|-0.0115|-0.0001|-0.0115
AON|0.5194|0.0645|0.2268|26.6186|246.6570|0.4016|0.4101|0.4101|0.3190|0.4136
AONE|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
AOS|0.1858|0.0837|0.4948|29.3199|9.1520|0.0939|0.1108|0.1108|0.0333|0.1123
AOSL|-0.0172|-0.0019|0.0000|407.1429|45.9420|-0.0172|-0.0172|-0.0172|-0.0000|-0.0172
AOUT|0.0000|0.0000|0.0000|99999.0000|10.1810|0.0000|0.0000|0.0000|-0.0338|0.0000
AP|0.1391|0.0083|0.0000|9.8936|43.2450|0.1391|0.1391|0.1391|0.1391|0.1391
APA|-1.8980|-0.0679|0.0000|18.6750|6369.0140|-1.8980|-1.8980|-1.8980|8.1555|-1.8980
APAM|1.4350|0.1991|0.8700|17.3763|137.7990|0.1866|0.2366|0.2366|0.2110|0.2460
APD|0.1633|0.0637|0.6058|32.5077|66.8350|0.0644|0.0830|0.0830|-0.0000|0.0842
APDN|-5.3606|-1.0512|0.0000|-5.8982|41.0880|-5.3606|-5.3606|-5.3606|-1.0000|-5.3606
APEI|0.0583|0.0441|0.0000|23.7749|3.1780|0.0583|0.0583|0.0583|-0.0054|0.0583
APEN|-2.5827|-0.1475|0.0000|-5.1905|579.1920|-2.5827|-2.5827|-2.5827|-1.0000|-2.5827
APG|0.0000|0.0000|0.0000|99999.0000|80.8510|0.0000|0.0000|0.0000|-0.0338|0.0000
APH|0.2415|0.0891|0.2639|32.4425|70.9200|0.1778|0.1859|0.1859|0.0894|0.1873
APHA|-0.1182|0.0024|0.0000|43.3445|28.1220|-0.1182|-0.1182|-0.1182|-0.0000|-0.1182
API|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
APLE|-0.0302|-0.0044|0.0000|-1298.0000|57.7620|-0.0302|-0.0302|-0.0302|-1.0000|-0.0302
APLS|-4.3712|-0.4554|0.0000|-6.8865|352.3060|-4.3712|-4.3712|-4.3712|-1.0000|-4.3712
APLT|-1.3151|-0.6816|0.0000|-4.6681|3.8120|-1.3151|-1.3151|-1.3151|-1.0000|-1.3151
APM|-0.8408|-0.4755|0.0000|-5.5833|18.1150|-0.8408|-0.8408|-0.8408|-1.0000|-0.8408
APO|-0.0713|-0.0188|0.0000|18.5560|276.8980|-0.0713|-0.0713|-0.0713|-0.1074|-0.0713
APOG|0.1313|0.0417|0.2841|13.5495|42.6940|0.0940|0.1150|0.1150|0.1041|0.1170
APOP|-0.9963|-0.3799|0.0000|-2.3443|4.3120|-0.9963|-0.9963|-0.9963|-1.0000|-0.9963
APPF|0.7969|0.0254|0.0000|34.4126|12.2230|0.7969|0.7969|0.7969|0.6328|0.7969
APPN|-0.1682|-0.0636|0.0000|-501.6046|20.5080|-0.1682|-0.1682|-0.1682|-1.0000|-0.1682
APPS|0.3839|0.1198|0.0000|209.1781|26.9230|0.3839|0.3839|0.3839|0.0672|0.3839
APRE|-0.7500|-0.3946|0.0000|-2.7186|0.4230|-0.7500|-0.7500|-0.7500|-1.0000|-0.7500
APRN|-0.6970|-0.0947|0.0000|-4.1299|107.4500|-0.6970|-0.6970|-0.6970|-1.0000|-0.6970
APSG|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
APTO|-0.6161|-0.3644|0.0000|-7.8704|0.9250|-0.6161|-0.6161|-0.6161|-1.0000|-0.6161
APTS|-0.1134|-0.0101|0.0000|-1.9627|167.5060|-0.1134|-0.1134|-0.1134|-1.0000|-0.1134
APTV|0.3084|0.0292|0.0674|20.3291|58.5650|0.2876|0.2910|0.2910|0.2323|0.2919
APTX|-0.4701|-0.2847|0.0000|-3.2456|0.0000|-0.4701|-0.4701|-0.4701|-1.0000|-0.4701
APVO|-3.1698|-0.3859|0.0000|-6.5841|1286.4670|-3.1698|-3.1698|-3.1698|-1.0000|-3.1698
APWC|0.0205|0.0181|0.0000|88.6274|8.4010|0.0205|0.0205|0.0205|-0.1491|0.0205
APXT|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
APXTU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
APYX|-0.2241|-0.1847|0.0000|-19.3265|1.5960|-0.2241|-0.2241|-0.2241|-1.0000|-0.2241
AQB|-0.3208|-0.1659|0.0000|-48.2857|15.2850|-0.3208|-0.3208|-0.3208|-1.0000|-0.3208
AQMS|-0.4375|-0.2025|0.0000|-24.0417|23.7330|-0.4375|-0.4375|-0.4375|-1.0000|-0.4375
AQN|0.0799|0.0194|0.7222|20.9383|73.9490|0.0222|0.0567|0.0567|0.0125|0.0575
AQST|0.0000|-0.4679|0.0000|-3.1152|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
AQUA|0.2698|0.0465|0.0000|29.6809|200.0210|0.2698|0.2698|0.2698|0.1695|0.2698
AR|-0.2737|-0.0487|0.0000|40.0526|97.2600|-0.2737|-0.2737|-0.2737|-0.0028|-0.2737
ARAV|-0.6362|-0.2636|0.0000|-2.6748|17.0300|-0.6362|-0.6362|-0.6362|-1.0000|-0.6362
ARAY|0.1143|0.0351|0.0000|67.0000|270.2100|0.1143|0.1143|0.1143|-0.0470|0.1143
ARBG|0.0000|0.0000|0.0000|99999.0000|51.5700|0.0000|0.0000|0.0000|-0.0338|0.0000
ARBGU|0.0000|0.0000|0.0000|99999.0000|51.5700|0.0000|0.0000|0.0000|-0.0338|0.0000
ARBGW|0.0000|0.0000|0.0000|99999.0000|51.5700|0.0000|0.0000|0.0000|-0.0338|0.0000
ARC|0.0353|0.0231|0.1538|15.5385|99.3770|0.0299|0.0398|0.0398|0.0163|0.0400
ARCB|0.0532|0.0274|0.2025|29.9049|51.1940|0.0424|0.0492|0.0492|-0.0311|0.0495
ARCC|0.0432|0.0461|2.1918|24.0578|111.0840|-0.0515|0.0396|0.0396|-0.0048|0.0349
ARCE|0.0219|0.0352|0.0000|663.3334|15.0300|0.0219|0.0219|0.0219|-0.2904|0.0219
ARCH|-0.5128|-0.0759|1.2281|13.6322|115.7270|0.1170|0.2071|0.2071|0.2033|0.2176
ARCO|-0.5231|-0.0060|0.0000|39.5385|997.9390|-0.5231|-0.5231|-0.5231|0.0000|-0.5231
ARCT|-0.3498|-0.1637|0.0000|-49.6061|7.8080|-0.3498|-0.3498|-0.3498|-1.0000|-0.3498
ARD|0.0000|0.0279|0.0000|2.7248|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
ARDC|0.0000|0.0000|1.5732|99999.0000|0.0000|-0.0000|0.0000|0.0000|-0.5559|0.0000
ARDS|0.0000|-0.5989|0.0000|-1.8991|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
ARDX|-0.9444|-0.3223|0.0000|-5.7250|40.6970|-0.9444|-0.9444|-0.9444|-1.0000|-0.9444
ARE|0.0550|0.0173|0.9543|38.8891|66.0650|0.0025|0.0271|0.0271|-0.0618|0.0271
AREC|0.0000|-0.2563|0.0000|9.1429|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
ARES|0.0773|0.0106|2.4516|74.1801|428.1460|-0.1122|-0.0791|-0.0791|-0.1890|-0.0829
ARGO|-0.0841|-0.0057|0.0000|13.9465|29.7770|-0.0841|-0.0841|-0.0841|-0.0966|-0.0841
ARGX|0.0000|0.0000|0.0000|-20.9138|0.4280|0.0000|0.0000|0.0000|-1.0000|0.0000
ARI|0.0217|0.0081|6.7826|48.8382|194.6350|-0.1253|0.0136|0.0136|-0.0489|-0.0038
ARKO|-0.1018|0.0423|0.0000|99999.0000|666.1750|-0.1018|-0.1018|-0.1018|-0.6047|-0.1018
ARKOW|-0.1018|0.0423|0.0000|99999.0000|666.1750|-0.1018|-0.1018|-0.1018|-0.6047|-0.1018
ARKR|-0.1157|-0.0368|0.0000|99999.0000|272.2420|-0.1157|-0.1157|-0.1157|-0.0907|-0.1157
ARL|0.0289|-0.0101|0.0000|15.9474|147.1710|0.0289|0.0289|0.0289|0.0027|0.0289
ARLO|-0.4133|-0.1862|0.0000|-12.6364|21.4380|-0.4133|-0.4133|-0.4133|-1.0000|-0.4133
ARLP|-0.1150|0.0155|0.0000|14.5714|64.4140|-0.1150|-0.1150|-0.1150|-0.1305|-0.1150
ARMK|-0.1519|-0.0035|0.0000|20.4828|357.2060|-0.1519|-0.1519|-0.1519|-0.0000|-0.1519
ARNA|-0.3203|-0.1913|0.0000|-10.1440|4.9550|-0.3203|-0.3203|-0.3203|-1.0000|-0.3203
ARNC|0.0809|0.0284|0.0000|16.4263|95.4300|0.0809|0.0809|0.0809|0.0505|0.0809
AROC|-0.0271|0.0448|0.0000|34.0741|184.9870|-0.0271|-0.0271|-0.0271|-0.1152|-0.0271
AROW|0.1232|0.0111|0.4109|12.0961|0.0000|0.0726|0.1066|0.1066|0.1055|0.1090
ARPO|-0.0908|-0.0575|0.0000|-2.2727|0.2000|-0.0908|-0.0908|-0.0908|-1.0000|-0.0908
ARQT|-1.1872|-0.6383|0.0000|99999.0000|2.1420|-1.1872|-1.1872|-1.1872|50.0000|-1.1872
ARR|-0.1651|-0.0196|0.0000|8.4328|507.0420|-0.1651|-0.1651|-0.1651|-0.1651|-0.1651
ARRY|0.0000|0.0000|0.0000|53.0238|0.0270|0.0000|0.0000|0.0000|-0.1264|0.0000
ARTL|-0.6825|-0.3964|0.0000|-2.5003|0.0000|-0.6825|-0.6825|-0.6825|-1.0000|-0.6825
ARTNA|0.1041|0.0307|0.5578|21.9665|101.7040|0.0460|0.0714|0.0714|0.0214|0.0726
ARTW|-0.1647|-0.0563|0.0000|99999.0000|56.9520|-0.1647|-0.1647|-0.1647|-0.6324|-0.1647
ARVN|-0.5826|-0.2714|0.0000|-22.8824|2.0920|-0.5826|-0.5826|-0.5826|-1.0000|-0.5826
ARW|0.0964|0.0306|0.0000|17.5581|46.8060|0.0964|0.0964|0.0964|0.0591|0.0964
ARWR|-0.2396|-0.1335|0.0000|-69.4196|4.5770|-0.2396|-0.2396|-0.2396|-1.0000|-0.2396
ARYA|0.0000|0.0000|0.0000|-8.2794|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
ASA|0.4760|-0.0043|0.0028|2.2808|0.0000|0.4746|0.4759|0.4759|0.4763|0.4764
ASAN|0.0000|0.0000|0.0000|99999.0000|1813.9080|0.0000|0.0000|0.0000|-0.0338|0.0000
ASAQ|0.0000|0.0000|0.0000|99999.0000|1066.0860|0.0000|0.0000|0.0000|-0.0338|0.0000
ASB|0.0766|0.0093|0.3871|9.8441|0.0000|0.0469|0.0863|0.0863|0.0850|0.0881
ASC|0.0465|0.0295|0.1087|6.9565|120.1050|0.0415|0.0571|0.0571|0.0564|0.0577
ASG|0.1719|-0.0035|0.4948|8.3707|2.1600|0.0868|0.1459|0.1459|0.1467|0.1511
ASGN|0.1290|0.0654|0.0000|24.9986|74.4260|0.1290|0.1290|0.1290|0.0561|0.1290
ASH|-0.1486|0.0171|0.0000|16.5906|65.8760|-0.1486|-0.1486|-0.1486|-0.1733|-0.1486
ASIX|0.0411|0.0092|0.0000|36.1075|100.8730|0.0411|0.0411|0.0411|-0.0581|0.0411
ASLE|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
ASLEW|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
ASLN|-60.4374|-0.4935|0.0000|-3.3088|0.0000|-60.4374|-60.4374|-60.4374|-1.0000|-60.4374
ASMB|-0.2333|-0.1230|0.0000|-1.5869|3.9820|-0.2333|-0.2333|-0.2333|-1.0000|-0.2333
ASML|0.2686|0.1015|0.2990|78.6349|33.6290|0.1883|0.1921|0.1921|0.0115|0.1928
ASND|-0.4469|-0.2104|0.0000|-20.6636|3.4970|-0.4469|-0.4469|-0.4469|-1.0000|-0.4469
ASO|0.0000|0.0000|0.0000|99999.0000|272.5870|0.0000|0.0000|0.0000|-0.0338|0.0000
ASPL|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
ASPN|-0.2764|-0.1046|0.0000|-32.1692|14.0690|-0.2764|-0.2764|-0.2764|-1.0000|-0.2764
ASPS|-3.4458|-0.0244|0.0000|20.6667|0.0000|-3.4458|-3.4458|-3.4458|24.1208|-3.4458
ASPU|-0.2144|-0.0389|0.0000|57.2500|16.8260|-0.2144|-0.2144|-0.2144|-0.3184|-0.2144
ASR|0.0705|0.0415|0.0000|16.6945|34.4550|0.0705|0.0705|0.0705|0.0388|0.0705
ASRT|-1.2110|-0.0358|0.0000|5.8182|120.2500|-1.2110|-1.2110|-1.2110|1220161.1420|-1.2110
ASRV|0.0453|0.0037|0.3704|12.6296|0.0000|0.0285|0.0578|0.0578|0.0521|0.0587
ASTC|0.0000|-1.1392|0.0000|-3.1176|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
ASTE|0.0211|0.0085|0.7719|106.1698|1.2010|0.0048|0.0121|0.0121|-0.1573|0.0121
ASUR|-0.3344|-0.0357|0.0000|4.2432|24.0780|-0.3344|-0.3344|-0.3344|-0.3344|-0.3344
ASX|0.1161|0.0353|0.4973|22.2258|98.1340|0.0584|0.0808|0.0808|0.0288|0.0821
ASYS|-0.0462|-0.0015|0.0000|9.3026|12.7160|-0.0462|-0.0462|-0.0462|-0.0462|-0.0462
AT|-0.1575|0.0239|0.0000|19.7333|489.8580|-0.1575|-0.1575|-0.1575|-0.0000|-0.1575
ATAC|0.0000|0.0000|0.0000|99999.0000|286.2500|0.0000|0.0000|0.0000|-0.0338|0.0000
ATAX|0.0378|0.0153|1.6087|19.8261|155.3010|-0.0230|0.0581|0.0581|0.0230|0.0563
ATCO|0.0840|0.0390|0.5495|99999.0000|140.2690|0.0378|0.0378|0.0378|-0.5418|0.0378
ATCX|-0.3342|0.0020|0.0000|99999.0000|1115.0550|-0.3342|-0.3342|-0.3342|0.0000|-0.3342
ATEC|-1.2263|-0.1589|0.0000|-19.8533|217.0340|-1.2263|-1.2263|-1.2263|-1.0000|-1.2263
ATEN|0.0896|0.0250|0.0000|80.0800|24.6350|0.0896|0.0896|0.0896|-0.0831|0.0896
ATEX|-0.2122|-0.1112|0.0000|-18.9356|3.4250|-0.2122|-0.2122|-0.2122|-1.0000|-0.2122
ATGE|0.1904|0.0504|0.0000|13.6761|39.7470|0.1904|0.1904|0.1904|0.1763|0.1904
ATH|0.0693|0.0052|0.0000|8.3118|8.9270|0.0693|0.0693|0.0693|0.0693|0.0693
ATHA|0.0000|0.0000|0.0000|99999.0000|0.3750|0.0000|0.0000|0.0000|-0.0338|0.0000
ATHE|-1.1353|-0.5839|0.0000|99999.0000|0.4720|-1.1353|-1.1353|-1.1353|50.0000|-1.1353
ATHM|0.2250|0.1085|0.2064|35.0849|0.0000|0.1786|0.1845|0.1845|0.0792|0.1855
ATHX|-1.8684|-0.7137|0.0000|-4.6341|0.3710|-1.8684|-1.8684|-1.8684|-1.0000|-1.8684
ATI|-0.1856|0.0176|0.0000|30.9322|83.5280|-0.1856|-0.1856|-0.1856|-0.2528|-0.1856
ATIF|-0.7547|-0.2383|0.0000|99999.0000|12.3530|-0.7547|-0.7547|-0.7547|-0.7812|-0.7547
ATKR|0.4983|0.0999|0.0000|14.9065|222.9500|0.4983|0.4983|0.4983|0.4690|0.4983
ATLC|0.7062|0.0760|0.0000|8.7240|405.2110|0.7062|0.7062|0.7062|0.7062|0.7062
ATLO|0.0950|0.0101|0.4806|11.1165|0.0000|0.0493|0.0926|0.0926|0.0913|0.0947
ATNF|-1.2546|-0.4224|0.0000|99999.0000|38.7430|-1.2546|-1.2546|-1.2546|50.0000|-1.2546
ATNI|0.0140|0.0161|0.0000|71.9508|18.8110|0.0140|0.0140|0.0140|-0.1384|0.0140
ATNX|-0.6941|-0.1769|0.0000|-10.7917|62.5480|-0.6941|-0.6941|-0.6941|-1.0000|-0.6941
ATO|0.0959|0.0357|0.4703|18.1125|70.2190|0.0508|0.0768|0.0768|0.0419|0.0781
ATOM|-0.6869|-0.4000|0.0000|-40.4324|2.9230|-0.6869|-0.6869|-0.6869|-1.0000|-0.6869
ATOS|-1.0416|-0.5796|0.0000|-2.6000|0.3170|-1.0416|-1.0416|-1.0416|-1.0000|-1.0416
ATR|0.1264|0.0608|0.4571|42.9365|71.5540|0.0686|0.0792|0.0792|-0.0301|0.0800
ATRA|-0.9037|-0.4983|0.0000|-5.2342|3.7090|-0.9037|-0.9037|-0.9037|-1.0000|-0.9037
ATRC|-0.1352|-0.0438|0.0000|-66.8605|17.8550|-0.1352|-0.1352|-0.1352|-1.0000|-0.1352
ATRI|0.1395|0.0900|0.3606|37.3142|0.0000|0.0892|0.0989|0.0989|-0.0017|0.0997
ATRO|-0.3629|0.0077|0.0000|-121.3636|66.9650|-0.3629|-0.3629|-0.3629|-1.0000|-0.3629
ATRS|0.1734|0.0587|0.0000|77.0175|70.0680|0.1734|0.1734|0.1734|-0.0090|0.1734
ATSG|-0.0306|0.0467|0.0000|14.9774|214.5880|-0.0306|-0.0306|-0.0306|-0.0499|-0.0306
ATTO|-0.4325|0.0140|0.0000|11.7902|826.6920|-0.4325|-0.4325|-0.4325|0.0000|-0.4325
ATUS|0.0766|0.0378|0.0000|209.6552|3528.5230|0.0766|0.0766|0.0766|-0.1699|0.0766
ATV|0.1589|0.0046|0.1232|5.4579|2.4380|0.1393|0.1619|0.1619|0.1630|0.1651
ATVI|0.1663|0.0846|0.1439|31.6848|25.0590|0.1424|0.1469|0.1469|0.0531|0.1475
ATXI|-1.2600|-0.6643|0.0000|-20.0333|0.0000|-1.2600|-1.2600|-1.2600|-1.0000|-1.2600
AU|0.2152|0.0824|0.0638|33.7571|94.6520|0.2014|0.2033|0.2033|0.0969|0.2037
AUB|0.0606|0.0085|0.5170|13.9378|0.0000|0.0293|0.0664|0.0664|0.0528|0.0675
AUBAP|0.0606|0.0085|0.0000|99999.0000|0.0000|0.0606|0.0606|0.0606|-0.5332|0.0606
AUBN|0.0796|0.0092|0.4491|17.3698|0.0000|0.0439|0.0697|0.0697|0.0382|0.0708
AUDC|0.1802|0.0796|0.3253|36.3253|14.2070|0.1216|0.1306|0.1306|0.0291|0.1317
AUPH|-0.5993|-0.2238|0.0000|-31.0545|2.0800|-0.5993|-0.5993|-0.5993|-1.0000|-0.5993
AUTL|-0.2962|-0.2228|0.0000|-2.8830|0.0000|-0.2962|-0.2962|-0.2962|-1.0000|-0.2962
AUTO|-0.4480|-0.1125|0.0000|-13.4091|87.7110|-0.4480|-0.4480|-0.4480|-1.0000|-0.4480
AUVI|0.0000|0.0000|0.0000|99999.0000|17.4350|0.0000|0.0000|0.0000|-0.0338|0.0000
AUY|0.0271|0.0289|0.4279|39.1736|26.8590|0.0155|0.0264|0.0264|-0.0710|0.0266
AVA|0.0627|0.0219|0.8903|21.5192|124.1740|0.0069|0.0483|0.0483|0.0035|0.0485
AVAL|0.1331|0.0149|0.5624|8.6053|0.0000|0.0582|0.1236|0.1236|0.1228|0.1274
AVAN|0.0000|0.0000|0.0000|99999.0000|1526.1880|0.0000|0.0000|0.0000|-0.0338|0.0000
AVAV|0.0569|0.0503|0.0000|100.7738|2.5680|0.0569|0.0569|0.0569|-0.1290|0.0569
AVB|0.0609|0.0254|1.3498|35.6572|72.5820|-0.0213|0.0166|0.0166|-0.0600|0.0157
AVCO|-2.5917|-0.8333|0.0000|99999.0000|64.5570|-2.5917|-2.5917|-2.5917|4.6638|-2.5917
AVCT|0.0000|-0.0805|0.0000|99999.0000|564.4080|0.0000|0.0000|0.0000|-0.0338|0.0000
AVD|0.0316|0.0210|0.1081|46.3760|46.8840|0.0281|0.0305|0.0305|-0.0867|0.0305
AVDL|0.2158|-0.0761|0.0000|23.4259|75.3550|0.2158|0.2158|0.2158|0.1441|0.2159
AVEO|-0.9678|-0.3089|0.0000|-4.6886|35.8800|-0.9678|-0.9678|-0.9678|-1.0000|-0.9678
AVGO|0.1212|0.0370|2.0537|71.3875|174.4240|-0.1277|-0.0989|-0.0989|-0.0000|-0.1026
AVGOP|0.1212|0.0370|0.0000|99999.0000|174.4240|0.1212|0.1212|0.1212|-0.5066|0.1212
AVGR|-1.6802|-0.3499|0.0000|-9.4706|116.3210|-1.6802|-1.6802|-1.6802|-1.0000|-1.6802
AVID|0.0000|0.0890|0.0000|41.5839|0.0000|0.0000|0.0000|0.0000|-0.1068|0.0000
AVIR|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
